title,author,description,rating,ratingCount,reviewCount,genre,book_link
 Long Walk to Freedom,Nelson Mandela,Nelson Mandela is one of the great moral and political leaders of our time: an international hero whose lifelong dedication to the fight against racial oppression in South Africa won him the Nobel Peace Prize and the presidency of his country. Since his triumphant release in 1990 from more than a quarter-century of imprisonment; Mandela has been at the center of the most compelling and inspiring political drama in the world. As president of the African National Congress and head of South Africa's anti-apartheid movement; he was instrumental in moving the nation toward multiracial government and majority rule. He is revered everywhere as a vital force in the fight for human rights and racial equality. The foster son of a Thembu chief; Mandela was raised in the traditional; tribal culture of his ancestors; but at an early age learned the modern; inescapable reality of what came to be called apartheid; one of the most powerful and effective systems of oppression ever conceived. In classically elegant and engrossing prose; he tells of his early years as an impoverished student and law clerk in a Jewish firm in Johannesburg; of his slow political awakening; and of his pivotal role in the rebirth of a stagnant ANC and the formation of its Youth League in the 1950s. He describes the struggle to reconcile his political activity with his devotion to his family; the anguished breakup of his first marriage; and the painful separations from his children. He brings vividly to life the escalating political warfare in the fifties between the ANC and the government; culminating in his dramatic escapades as an underground leader and the notorious Rivonia Trial of 1964; at which he was sentenced to life imprisonment. Herecounts the surprisingly eventful twenty-seven years in prison and the complex; delicate negotiations that led both to his freedom and to the beginning of the end of apartheid. Finally he provides the ultimate inside account.,4.31,71001,3835,biography,https://www.goodreads.com/book/show/318431.Long_Walk_to_Freedom
 Dreams from My Father A Story of Race and Inheritance,Barack Obama,In this lyrical; unsentimental; and compelling memoir; the son of a black African father and a white American mother searches for a workable meaning to his life as a black American. It begins in New York; where Barack Obama learns that his father—a figure he knows more as a myth than as a man—has been killed in a car accident. This sudden death inspires an emotional odyssey—first to a small town in Kansas; from which he retraces the migration of his mother’s family to Hawaii; and then to Kenya; where he meets the African side of his family; confronts the bitter truth of his father’s life; and at last reconciles his divided inheritance.,3.90,199923,7773,biography,https://www.goodreads.com/book/show/88061.Dreams_from_My_Father
 The Wright Brothers,David McCullough,Librarian's note: An alternate cover edition can be found hereTwo-time winner of the Pulitzer Prize David McCullough tells the dramatic story-behind-the-story about the courageous brothers who taught the world how to fly: Wilbur and Orville Wright.On a winter day in 1903; in the Outer Banks of North Carolina; two unknown brothers from Ohio changed history. But it would take the world some time to believe what had happened: the age of flight had begun; with the first heavier-than-air; powered machine carrying a pilot.Who were these men and how was it that they achieved what they did?David McCullough; two-time winner of the Pulitzer Prize; tells the surprising; profoundly American story of Wilbur and Orville Wright.Far more than a couple of unschooled Dayton bicycle mechanics who happened to hit on success; they were men of exceptional courage and determination; and of far-ranging intellectual interests and ceaseless curiosity; much of which they attributed to their upbringing. The house they lived in had no electricity or indoor plumbing; but there were books aplenty; supplied mainly by their preacher father; and they never stopped reading.When they worked together; no problem seemed to be insurmountable. Wilbur was unquestionably a genius. Orville had such mechanical ingenuity as few had ever seen. That they had no more than a public high school education; little money and no contacts in high places; never stopped them in their mission to take to the air. Nothing did; not even the self-evident reality that every time they took off in one of their contrivances; they risked being killed.In this thrilling book; master historian David McCullough draws on the immense riches of the Wright Papers; including private diaries; notebooks; scrapbooks; and more than a thousand letters from private family correspondence to tell the human side of the Wright Brothers' story; including the little-known contributions of their sister; Katharine; without whom things might well have gone differently for them.,4.13,78049,6158,biography,https://www.goodreads.com/book/show/22609391-the-wright-brothers
 Hillbilly Elegy A Memoir of a Family and Culture in Crisis,J.D. Vance,Hillbilly Elegy is a passionate and personal analysis of a culture in crisis—that of white working-class Americans. The disintegration of this group; a process that has been slowly occurring now for more than forty years; has been reported with growing frequency and alarm; but has never before been written about as searingly from the inside. J. D. Vance tells the true story of what a social; regional; and class decline feels like when you were born with it hung around your neck.The Vance family story begins hopefully in postwar America. J. D.’s grandparents were “dirt poor and in love;” and moved north from Kentucky’s Appalachia region to Ohio in the hopes of escaping the dreadful poverty around them. They raised a middle-class family; and eventually one of their grandchildren would graduate from Yale Law School; a conventional marker of success in achieving generational upward mobility. But as the family saga of Hillbilly Elegy plays out; we learn that J.D.'s grandparents; aunt; uncle; sister; and; most of all; his mother struggled profoundly with the demands of their new middle-class life; never fully escaping the legacy of abuse; alcoholism; poverty; and trauma so characteristic of their part of America. With piercing honesty; Vance shows how he himself still carries around the demons of his chaotic family history.A deeply moving memoir; with its share of humor and vividly colorful figures; Hillbilly Elegy is the story of how upward mobility really feels. And it is an urgent and troubling meditation on the loss of the American dream for a large segment of this country.,3.92,322867,29002,biography,https://www.goodreads.com/book/show/27161156-hillbilly-elegy
 Titan The Life of John D Rockefeller; Sr,Ron Chernow,"John D. Rockefeller; Sr.--history's first billionaire and the patriarch of America's most famous dynasty--is an icon whose true nature has eluded three generations of historians. Now Ron Chernow; the National Book Award-winning biographer of the Morgan and Warburg banking families; gives us a history of the mogul ""etched with uncommon objectivity and literary grace . . . as detailed; balanced; and psychologically insightful a portrait of the tycoon as we may ever have"" (Kirkus Reviews). Titan is the first full-length biography based on unrestricted access to Rockefeller's exceptionally rich trove of papers. A landmark publication full of startling revelations; the book will indelibly alter our image of this most enigmatic capitalist.        Born the son of a flamboyant; bigamous snake-oil salesman and a pious; straitlaced mother; Rockefeller rose from rustic origins to become the world's richest man by creating America's most powerful and feared monopoly; Standard Oil. Branded ""the Octopus"" by legions of muckrakers; the trust refined and marketed nearly 90 percent of the oil produced in America.        Rockefeller was likely the most controversial businessman in our nation's history. Critics charged that his empire was built on unscrupulous tactics: grand-scale collusion with the railroads; predatory pricing; industrial espionage; and wholesale bribery of political officials. The titan spent more than thirty years dodging investigations until Teddy Roosevelt and his trustbusters embarked on a marathon crusade to bring Standard Oil to bay.        While providing abundant new evidence of Rockefeller's misdeeds; Chernow discards the stereotype of the cold-blooded monster to sketch an unforgettably human portrait of a quirky; eccentric original. A devout Baptist and temperance advocate; Rockefeller gave money more generously--his chosen philanthropies included the Rockefeller Foundation; the University of Chicago; and what is today Rockefeller University--than anyone before him. Titan presents a finely nuanced portrait of a fascinating; complex man; synthesizing his public and private lives and disclosing numerous family scandals; tragedies; and misfortunes that have never before come to light.        John D. Rockefeller's story captures a pivotal moment in American history; documenting the dramatic post-Civil War shift from small business to the rise of giant corporations that irrevocably transformed the nation. With cameos by Joseph Pulitzer; William Randolph Hearst; Jay Gould; William Vanderbilt; Ida Tarbell; Andrew Carnegie; Carl Jung; J. Pierpont Morgan; William James; Henry Clay Frick; Mark Twain; and Will Rogers; Titan turns Rockefeller's life into a vivid tapestry of American society in the late nineteenth and early twentieth centuries. It is Ron Chernow's signal triumph that he narrates this monumental saga with all the sweep; drama; and insight that this giant subject deserves.From the Hardcover edition.",4.13,22810,1150,biography,https://www.goodreads.com/book/show/16121.Titan
 Eat; Pray; Love,Elizabeth Gilbert,A celebrated writer's irresistible; candid; and eloquent account of her pursuit of worldly pleasure; spiritual devotion; and what she really wanted out of life. Around the time Elizabeth Gilbert turned thirty; she went through an early-onslaught midlife crisis. She had everything an educated; ambitious American woman was supposed to want—a husband; a house; a successful career. But instead of feeling happy and fulfilled; she was consumed with panic; grief; and confusion. She went through a divorce; a crushing depression; another failed love; and the eradication of everything she ever thought she was supposed to be. To recover from all this; Gilbert took a radical step. In order to give herself the time and space to find out who she really was and what she really wanted; she got rid of her belongings; quit her job; and undertook a yearlong journey around the world—all alone. Eat; Pray; Love is the absorbing chronicle of that year. Her aim was to visit three places where she could examine one aspect of her own nature set against the backdrop of a culture that has traditionally done that one thing very well. In Rome; she studied the art of pleasure; learning to speak Italian and gaining the twenty-three happiest pounds of her life. India was for the art of devotion; and with the help of a native guru and a surprisingly wise cowboy from Texas; she embarked on four uninterrupted months of spiritual exploration. In Bali; she studied the art of balance between worldly enjoyment and divine transcendence. She became the pupil of an elderly medicine man and also fell in love the best way—unexpectedly. An intensely articulate and moving memoir of self-discovery; Eat; Pray; Love is about what can happen when you claim responsibility for your own contentment and stop trying to live in imitation of society’s ideals. It is certain to touch anyone who has ever woken up to the unrelenting need for change.,3.57,1508922,54170,biography,https://www.goodreads.com/book/show/19501.Eat_Pray_Love
 Notorious RBG The Life and Times of Ruth Bader Ginsburg,Irin Carmon,You can't spell truth without Ruth.Only Ruth Bader Ginsburg can judge me.The Ruth will set you free.Supreme Court Justice Ruth Bader Ginsburg never asked for fame—she was just trying to make the world a little better and a little freer. But along the way; the feminist pioneer's searing dissents and steely strength have inspired millions. Notorious RBG: The Life and Times of Ruth Bader Ginsburg; created by the young lawyer who began the Internet sensation and an award-winning journalist; takes you behind the myth for an intimate; irreverent look at the justice's life and work. As America struggles with the unfinished business of gender equality and civil rights; Ginsburg stays fierce. And if you don't know; now you know.,4.18,48286,5300,biography,https://www.goodreads.com/book/show/25422234-notorious-rbg
 Narrative of the Life of Frederick Douglass,Frederick Douglass,Born a slave in 1818 on a plantation in Maryland; Douglass taught himself to read and write. In 1845; seven years after escaping to the North; he published Narrative; the first of three autobiographies. This book calmly but dramatically recounts the horrors and the accomplishments of his early years—the daily; casual brutality of the white masters; his painful efforts to educate himself; his decision to find freedom or die; and his harrowing but successful escape.An astonishing orator and a skillful writer; Douglass became a newspaper editor; a political activist; and an eloquent spokesperson for the civil rights of African Americans. He lived through the Civil War; the end of slavery; and the beginning of segregation. He was celebrated internationally as the leading black intellectual of his day; and his story still resonates in ours.,4.04,98242,4574,biography,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
 Is Everyone Hanging Out Without Me And Other Concerns,Mindy Kaling,Mindy Kaling has lived many lives: the obedient child of immigrant professionals; a timid chubster afraid of her own bike; a Ben Affleck–impersonating Off-Broadway performer and playwright; and; finally; a comedy writer and actress prone to starting fights with her friends and coworkers with the sentence “Can I just say one last thing about this; and then I swear I’ll shut up about it?”  Perhaps you want to know what Mindy thinks makes a great best friend (someone who will fill your prescription in the middle of the night); or what makes a great guy (one who is aware of all elderly people in any room at any time and acts accordingly); or what is the perfect amount of fame (so famous you can never get convicted of murder in a court of law); or how to maintain a trim figure (you will not find that information in these pages). If so; you’ve come to the right book; mostly! In Is Everyone Hanging Out Without Me?; Mindy invites readers on a tour of her life and her unscientific observations on romance; friendship; and Hollywood; with several conveniently placed stopping points for you to run errands and make phone calls. Mindy Kaling really is just a Girl Next Door—not so much literally anywhere in the continental United States; but definitely if you live in India or Sri Lanka.,3.86,430739,22499,biography,https://www.goodreads.com/book/show/10335308-is-everyone-hanging-out-without-me
 Grant,Ron Chernow,"Ulysses S. Grant's life has typically been misunderstood. All too often he is caricatured as a chronic loser and inept businessman; fond of drinking to excess; or as the triumphant but brutal Union general of the Civil War; or as a credulous and hapless president whose tenure came to symbolize the worst excesses of the Gilded Age. These stereotypes don't come close to capturing adequately his spirit and the sheer magnitude of his monumental accomplishments. A biographer at the height of his powers; Chernow has produced a portrait of Grant that is a masterpiece; the first to provide a complete understanding of the general and president whose fortunes rose and fell with dizzying speed and frequency. Before the Civil War; Grant was flailing. His business ventures had been dismal; and despite distinguished service in the Mexican War; he ended up resigning from the army in disgrace amid recurring accusations of drunkenness. But in the Civil War; Grant began to realize his remarkable potential; soaring through the ranks of the Union army; prevailing at the Battle of Shiloh and in the Vicksburg campaign and ultimately defeating the legendary Confederate general Robert E. Lee after a series of unbelievably bloody battles in Virginia. Along the way Grant endeared himself to President Lincoln and became his most trusted general and the strategic genius of the war effort. His military fame translated into a two-term presidency; but one plagued by corruption scandals involving his closest staff. All the while Grant himself remained more or less above reproach. But; more importantly; he never failed to seek freedom and justice for black Americans; working to crush the Ku Klux Klan and earning the admiration of Frederick Douglass; who called him 'the vigilant; firm; impartial; and wise protector of my race."" After his presidency; he was again brought low by a trusted colleague; this time a dashing young swindler on Wall Street; but he resuscitated his image by working with Mark Twain to publish his memoirs; which are recognized as a masterpiece of the genre.  With his famous lucidity; breadth; and meticulousness; Chernow finds the threads that bind these disparate stories together; shedding new light on the man whom Walt Whitman described as ""nothing heroic... and yet the greatest hero."" His probing portrait of Grant's lifelong struggle with alcoholism transforms our understanding of the man at the deepest level. This is America's greatest biographer; bringing movingly to life one of America's finest but most underappreciated presidents. The definitive biography; Grant is a grand synthesis of painstaking research and literary brilliance that makes sense of all sides of Grant's life; explaining how this simple Midwesterner could at once be so ordinary and so extraordinary.",4.44,23987,2956,biography,https://www.goodreads.com/book/show/34237826-grant
 Mans Search for Meaning,Viktor E. Frankl,Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Based on his own experience and the stories of his patients; Frankl argues that we cannot avoid suffering but we can choose how to cope with it; find meaning in it; and move forward with renewed purpose. At the heart of his theory; known as logotherapy; is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful. Man's Search for Meaning has become one of the most influential books in America; it continues to inspire us all to find significance in the very act of living.,4.36,427799,22942,biography,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning
 Tuesdays with Morrie,Mitch Albom,Maybe it was a grandparent; or a teacher or a colleague. Someone older; patient and wise; who understood you when you were young and searching; and gave you sound advice to help you make your way through it. For Mitch Albom; that person was Morrie Schwartz; his college professor from nearly twenty years ago.Maybe; like Mitch; you lost track of this mentor as you made your way; and the insights faded. Wouldn't you like to see that person again; ask the bigger questions that still haunt you? Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying of ALS - or motor neurone disease - Mitch visited Morrie in his study every Tuesday; just as they used to back in college. Their rekindled relationship turned into one final 'class': lessons in how to live.,4.12,803427,26744,biography,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie
 Thomas Jefferson The Art of Power,Jon Meacham,In this magnificent biography; the Pulitzer Prize–winning author of American Lion and Franklin and Winston brings vividly to life an extraordinary man and his remarkable times. Thomas Jefferson: The Art of Power gives us Jefferson the politician and president; a great and complex human being forever engaged in the wars of his era. Philosophers think; politicians maneuver. Jefferson’s genius was that he was both and could do both; often simultaneously. Such is the art of power. Thomas Jefferson hated confrontation; and yet his understanding of power and of human nature enabled him to move men and to marshal ideas; to learn from his mistakes; and to prevail. Passionate about many things—women; his family; books; science; architecture; gardens; friends; Monticello; and Paris—Jefferson loved America most; and he strove over and over again; despite fierce opposition; to realize his vision: the creation; survival; and success of popular government in America. Jon Meacham lets us see Jefferson’s world as Jefferson himself saw it; and to appreciate how Jefferson found the means to endure and win in the face of rife partisan division; economic uncertainty; and external threat. Drawing on archives in the United States; England; and France; as well as unpublished Jefferson presidential papers; Meacham presents Jefferson as the most successful political leader of the early republic; and perhaps in all of American history. The father of the ideal of individual liberty; of the Louisiana Purchase; of the Lewis and Clark expedition; and of the settling of the West; Jefferson recognized that the genius of humanity—and the genius of the new nation—lay in the possibility of progress; of discovering the undiscovered and seeking the unknown. From the writing of the Declaration of Independence to elegant dinners in Paris and in the President’s House; from political maneuverings in the boardinghouses and legislative halls of Philadelphia and New York to the infant capital on the Potomac; from his complicated life at Monticello; his breathtaking house and plantation in Virginia; to the creation of the University of Virginia; Jefferson was central to the age. Here too is the personal Jefferson; a man of appetite; sensuality; and passion. The Jefferson story resonates today not least because he led his nation through ferocious partisanship and cultural warfare amid economic change and external threats; and also because he embodies an eternal drama; the struggle of the leadership of a nation to achieve greatness in a difficult and confounding world.,3.99,33036,1963,biography,https://www.goodreads.com/book/show/41021344-thomas-jefferson
 Theodore Rex,Edmund Morris,"Theodore Roosevelt and his two-term presidency (1901-9) deserve a king-size; seize-the-man biography - and Edmund Morris has provided one. ""TR"" typifies the ""can do"" American; his famous maxim; of course; was ""Speak softly but carry a big stick."" Morris presents eyewitness history through the voices of the makers and shakers. His exhilarating narrative will captivate readers; providing welcome confirmation that this nation can produce presidents who bring leadership to great issues; hold to their purpose; and shape the destinies of nations. President McKinley's assassination brought the 43-year-old TR a challenging presidency; one to which Morris is a clearsighted guide. At home; TR had to persuade Congress to curb competition-stifling corporate trusts; monopolistic transcontinental railroads; and unhygienic food industries that saw consumers as sheep. He also faced labor and racial strife. Abroad; the American presence in Cuba and the Philippines brought criticism; the Russo-Japanese conflict threatened major power shifts in the Far East and Europe; and a politically and financially fraught decision on the Central American canal route - Panama or Nicaragua? - had to be made. TR rose to every challenge. Despite the demands of family and social life; he read; wrote; and traveled extensively. Not least; TR put national parks and conservation of natural resources on the legislative agenda.All TR's notable contemporaries - including historian Henry Adams; naturalists John Burroughs and John Muir; robber barons E. H. Harriman and James J. Hill; poet Oliver Wendell Holmes; financier J. P. Morgan; fellow politician William Howard Taft; civil rights leader Booker T. Washington; and novelist Owen Wister - appear onstage; their clear voices projecting the excitement of the day.Morris is blessed with the imagination and skills to write gripping popular history. He doesn't dilute but illuminates events in presenting an account that immediately sparks interest and captures the mind. Readers will note that American interventionism abroad (today's major issue) was much debated during TR's presidency; when major interventional imperatives challenged the new superpower's tradition of relative restraint in foreign affairs.Theodore Rex is the long-awaited second volume of the TR saga. Morris delivered the first volume; 
The Rise of Theodore Roosevelt
; in 1979. It won a Pulitzer Prize; Theodore Rex is a solid bet for another. (Peter Skinner)",4.16,44829,1117,biography,https://www.goodreads.com/book/show/40923.Theodore_Rex
 Just Kids,Patti Smith,In Just Kids; Patti Smith's first book of prose; the legendary American artist offers a never-before-seen glimpse of her remarkable relationship with photographer Robert Mapplethorpe in the epochal days of New York City and the Chelsea Hotel in the late sixties and seventies. An honest and moving story of youth and friendship; Smith brings the same unique; lyrical quality to Just Kids as she has to the rest of her formidable body of work--from her influential 1975 album Horses to her visual art and poetry.,4.15,187050,11220,biography,https://www.goodreads.com/book/show/341879.Just_Kids
 Kitchen Confidential Adventures in the Culinary Underbelly,Anthony Bourdain,"A deliciously funny; delectably shocking banquet of wild-but-true tales of life in the culinary trade from Chef Anthony Bourdain; laying out his more than a quarter-century of drugs; sex; and haute cuisine—now with all-new; never-before-published material.New York Chef Tony Bourdain gives away secrets of the trade in his wickedly funny; inspiring memoir/expose. Kitchen Confidential reveals what Bourdain calls ""twenty-five years of sex; drugs; bad behavior and haute cuisine.""",4.08,234554,12277,biography,https://www.goodreads.com/book/show/33313.Kitchen_Confidential
 Zero to One Notes on Startups; or How to Build the Future,Peter Thiel,If you want to build a better future; you must believe in secrets.The great secret of our time is that there are still uncharted frontiers to explore and new inventions to create. In Zero to One; legendary entrepreneur and investor Peter Thiel shows how we can find singular ways to create those new things. Thiel begins with the contrarian premise that we live in an age of technological stagnation; even if we’re too distracted by shiny mobile devices to notice. Information technology has improved rapidly; but there is no reason why progress should be limited to computers or Silicon Valley. Progress can be achieved in any industry or area of business. It comes from the most important skill that every leader must master: learning to think for yourself.Doing what someone else already knows how to do takes the world from 1 to n; adding more of something familiar. But when you do something new; you go from 0 to 1. The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won’t make a search engine. Tomorrow’s champions will not win by competing ruthlessly in today’s marketplace. They will escape competition altogether; because their businesses will be unique. Zero to One presents at once an optimistic view of the future of progress in America and a new way of thinking about innovation: it starts by learning to ask the questions that lead you to find value in unexpected places.,4.17,204008,6125,business,https://www.goodreads.com/book/show/18050143-zero-to-one
 How to Win Friends and Influence People,Dale Carnegie,ISBN 9780671723651 moved to this edition.You can go after the job you want...and get it! You can take the job you have...and improve it! You can take any situation you're in...and make it work for you!Since its release in 1936; How to Win Friends and Influence People has sold more than 15 million copies. Dale Carnegie's first book is a timeless bestseller; packed with rock-solid advice that has carried thousands of now famous people up the ladder of success in their business and personal lives.As relevant as ever before; Dale Carnegie's principles endure; and will help you achieve your maximum potential in the complex and competitive modern age.Learn the six ways to make people like you; the twelve ways to win people to your way of thinking; and the nine ways to change people without arousing resentment.,4.21,645492,16060,business,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_and_Influence_People
 The 4-Hour Workweek,Timothy Ferriss,"What do you do? Tim Ferriss has trouble answering the question. Depending on when you ask this controversial Princeton University guest lecturer; he might answer: ""I race motorcycles in Europe."" ""I ski in the Andes."" ""I scuba dive in Panama."" ""I dance tango in Buenos Aires."" He has spent more than five years learning the secrets of the New Rich; a fast-growing subculture who has abandoned the ""deferred-life plan"" and instead mastered the new currencies-time and mobility-to create luxury lifestyles in the here and now. Whether you are an overworked employee or an entrepreneur trapped in your own business; this book is the compass for a new and revolutionary world.Join Tim Ferriss as he teaches you:- How to outsource your life to overseas virtual assistants for $5 per hour and do whatever you want?- How blue-chip escape artists travel the world without quitting their jobs?- How to eliminate 50% of your work in 48 hours using the principles of a forgotten Italian economist?- How to trade a long-haul career for short work bursts and freuent ""mini-retirements""?- What the crucial difference is between absolute and relative income?- How to train your boss to value performance over presence; or kill your job (or company) if it's beyond repair?- What automated cash-flow ""muses"" are and how to create one in 2 to 4 weeks?- How to cultivate selective ignorance-and create time-with a low-information diet?- What the management secrets of Remote Control CEOs are?- How to get free housing worldwide and airfare at 50-80% off?- How to fill the void and create a meaningful life after removing work and the office",3.90,195930,6885,business,https://www.goodreads.com/book/show/368593.The_4_Hour_Workweek
 The 7 Habits of Highly Effective People Powerful Lessons in Personal Change,Stephen R. Covey,When Stephen Covey first released The Seven Habits of Highly Effective People; the book became an instant rage because people suddenly got up and took notice that their lives were headed off in the wrong direction; and more than that; they realized that there were so many simple things they could do in order to navigate their life correctly. This book was wonderful education for people; education in how to live life effectively and get closer to the ideal of being a ‘success’ in life.But not everyone understands Stephen Covey’s model fully well; or maybe there are some people who haven’t read it yet. This is definitely true because we still see so much failure all around us. Now; I am not saying that by using Covey’s model; or anyone else’s model for that matter; you can become a sure-shot success; but at least we should have seen many more successes around us already judging by the number of copies the book has sold! So; where is the shortcoming?There are two main problems here; and we are talking only about the people who have read the book already. The first problem is that most people are too lazy to implement the ideals of Stephen Covey in their lives. They consider his masterpiece of a book as a mere coffee-table book or a book that you use for light reading when you are traveling and then forget all about it. They do not realize that this book contains life-changing information. Or; they take the information and do not make the effort to actually utilize it so that it becomes knowledge for them.The second problem is that a lot of people have a myopic view of Covey’s ideals. These are people who are impressed by the book already. If you ask them what the seven habits are; they can rattle them off end to end; but then they miss the larger picture. They do not understand that Covey was trying to tell more than he wrote in words. There are hidden implications in this book; yes; and a lot of people have just failed to see through them.That is what we are trying to do. We are trying to show you how Covey’s book; or rather; his model; was a complete model in itself. There was nothing amiss about it. If you implement it; there should be no aspect of your life that should go untouched. The only thing is that you have to understand these ideals and try to implement them in your life.But; before we barge into that area; it is extremely important to understand what these ideals are. What was the model that was propounded by Stephen Covey in his mega-famous book? We shall begin by trying to understand his model first; and then interpret it in such a way that it pertains to every aspect of our life,4.12,545844,10823,business,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People
 The Tipping Point How Little Things Can Make a Big Difference,Malcolm Gladwell,An alternate cover edition exists here.The tipping point is that magic moment when an idea; trend; or social behavior crosses a threshold; tips; and spreads like wildfire. Just as a single sick person can start an epidemic of the flu; so too can a small but precisely targeted push cause a fashion trend; the popularity of a new product; or a drop in the crime rate. This widely acclaimed bestseller; in which Malcolm Gladwell explores and brilliantly illuminates the tipping point phenomenon; is already changing the way people throughout the world think about selling products and disseminating ideas.Gladwell introduces us to the particular personality types who are natural pollinators of new ideas and trends; the people who create the phenomenon of word of mouth. He analyzes fashion trends; smoking; children's television; direct mail; and the early days of the American Revolution for clues about making ideas infectious; and visits a religious commune; a successful high-tech company; and one of the world's greatest salesmen to show how to start and sustain social epidemics.,3.98,705773,13825,business,https://www.goodreads.com/book/show/2612.The_Tipping_Point
 Rework,Jason Fried,"Most business books give you the same old advice: Write a business plan; study the competition; seek investors; yadda yadda. If you're looking for a book like that; put this one back on the shelf.Rework shows you a better; faster; easier way to succeed in business. Read it and you'll know why plans are actually harmful; why you don't need outside investors; and why you're better off ignoring the competition. The truth is; you need less than you think. You don't need to be a workaholic. You don't need to staff up. You don't need to waste time on paperwork or meetings. You don't even need an office. Those are all just excuses.  What you really need to do is stop talking and start working. This book shows you the way. You'll learn how to be more productive; how to get exposure without breaking the bank; and tons more counterintuitive ideas that will inspire and provoke you.With its straightforward language and easy-is-better approach; Rework is the perfect playbook for anyone who’s ever dreamed of doing it on their own. Hardcore entrepreneurs; small-business owners; people stuck in day jobs they hate; victims of ""downsizing;"" and artists who don’t want to starve anymore will all find valuable guidance in these pages.",3.95,141080,4130,business,https://www.goodreads.com/book/show/6732019-rework
 Start with Why How Great Leaders Inspire Everyone to Take Action,Simon Sinek,Why do you do what you do?Why are some people and organizations more innovative; more influential; and more profitable than others? Why do some command greater loyalty from customers and employees alike? Even among the successful; why are so few able to repeat their success over and over?People like Martin Luther King Jr.; Steve Jobs; and the Wright Brothers might have little in common; but they all started with why. It was their natural ability to start with why that enabled them to inspire those around them and to achieve remarkable things.In studying the leaders who've had the greatest influence in the world; Simon Sinek discovered that they all think; act; and communicate in the exact same way—and it's the complete opposite of what everyone else does. Sinek calls this powerful idea The Golden Circle; and it provides a framework upon which organizations can be built; movements can be lead; and people can be inspired. And it all starts with WHY.Any organization can explain what it does; some can explain how they do it; but very few can clearly articulate why. WHY is not money or profit—those are always results. WHY does your organization exist? WHY does it do the things it does? WHY do customers really buy from one company or another? WHY are people loyal to some leaders; but not others?Starting with WHY works in big business and small business; in the nonprofit world and in politics. Those who start with WHY never manipulate; they inspire. And the people who follow them don't do so because they have to; they follow because they want to.Drawing on a wide range of real-life stories; Sinek weaves together a clear vision of what it truly takes to lead and inspire. This book is for anyone who wants to inspire others or who wants to find someone to inspire them.,4.08,131854,6386,business,https://www.goodreads.com/book/show/7108725-start-with-why
 Rich Dad; Poor Dad,Robert T. Kiyosaki,"Rich Dad Poor Dad is Robert's story of growing up with two dads — his real father and the father of his best friend; his ""rich dad"" — and the ways in which both men shaped his thoughts about money and investing. The book explodes the myth that you need to earn a high income to be rich and explains the difference between working for money and having your money work for you.",4.08,391760,14903,business,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad
 The Hard Thing About Hard Things Building a Business When There Are No Easy Answers,Ben Horowitz,A lot of people talk about how great it is to start a business; but only Ben Horowitz is brutally honest about how hard it is to run one.In The Hard Thing About Hard Things; Ben Horowitz; cofounder of Andreessen Horowitz and one of Silicon Valley's most respected and experienced entrepreneurs; draws on his own story of founding; running; selling; buying; managing; and investing in technology companies to offer essential advice and practical wisdom for navigating the toughest problems business schools don't cover. His blog has garnered a devoted following of millions of readers who have come to rely on him to help them run their businesses. A lifelong rap fan; Horowitz amplifies business lessons with lyrics from his favorite songs and tells it straight about everything from firing friends to poaching competitors; from cultivating and sustaining a CEO mentality to knowing the right time to cash in.His advice is grounded in anecdotes from his own hard-earned rise—from cofounding the early cloud service provider Loudcloud to building the phenomenally successful Andreessen Horowitz venture capital firm; both with fellow tech superstar Marc Andreessen (inventor of Mosaic; the Internet's first popular Web browser). This is no polished victory lap; he analyzes issues with no easy answers through his trials; includingdemoting (or firing) a loyal friend;whether you should incorporate titles and promotions; and how to handle them;if it's OK to hire people from your friend's company;how to manage your own psychology; while the whole company is relying on you;what to do when smart people are bad employees;why Andreessen Horowitz prefers founder CEOs; and how to become one;whether you should sell your company; and how to do it.Filled with Horowitz's trademark humor and straight talk; and drawing from his personal and often humbling experiences; The Hard Thing About Hard Things is invaluable for veteran entrepreneurs as well as those aspiring to their own new ventures.,4.24,60475,2916,business,https://www.goodreads.com/book/show/18176747-the-hard-thing-about-hard-things
 Outliers The Story of Success,Malcolm Gladwell,"In this stunning new book; Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers""--the best and the brightest; the most famous and the most successful. He asks the question: what makes high-achievers different?His answer is that we pay too much attention to what successful people are like; and too little attention to where they are from: that is; their culture; their family; their generation; and the idiosyncratic experiences of their upbringing. Along the way he explains the secrets of software billionaires; what it takes to be a great soccer player; why Asians are good at math; and what made the Beatles the greatest rock band.",4.17,582759,26444,business,https://www.goodreads.com/book/show/3228917-outliers
